Forum ID,Full Forum Path,Topic ID,Topic Title,Sanitized Markdown Filename
2,The_Community/Introduce_Yourself,25308,"New here, be gentle","New_here,_be_gentle_25308.md"
2,The_Community/Introduce_Yourself,25312,Wayward GM in need of players; and other tales of woe.,Wayward_GM_in_need_of_players;_and_other_tales_of_woe._25312.md
2,The_Community/Introduce_Yourself,25316,"New Guy, old tabletop player","New_Guy,_old_tabletop_player_25316.md"
2,The_Community/Introduce_Yourself,25333,Veteran aboard!,Veteran_aboard!_25333.md
2,The_Community/Introduce_Yourself,25335,"New person, old man","New_person,_old_man_25335.md"
2,The_Community/Introduce_Yourself,25338,S'happnin,S'happnin_25338.md
2,The_Community/Introduce_Yourself,25339,Old dog new trick,Old_dog_new_trick_25339.md
2,The_Community/Introduce_Yourself,25345,Hail or M'um m’aloo,Hail_or_M'um_m’aloo_25345.md
2,The_Community/Introduce_Yourself,25347,Comrades!,Comrades!_25347.md
2,The_Community/Introduce_Yourself,25355,Hallo,Hallo_25355.md
2,The_Community/Introduce_Yourself,25356,How-dee!,How-dee!_25356.md
2,The_Community/Introduce_Yourself,25364,Well,Well_25364.md
2,The_Community/Introduce_Yourself,25366,Hello again.,Hello_again._25366.md
2,The_Community/Introduce_Yourself,25369,Hello!,Hello!_25369.md
2,The_Community/Introduce_Yourself,25379,Hello there,Hello_there_25379.md
2,The_Community/Introduce_Yourself,25399,Introduction to Renegade,Introduction_to_Renegade_25399.md
2,The_Community/Introduce_Yourself,25406,Introductions are in order,Introductions_are_in_order_25406.md
2,The_Community/Introduce_Yourself,25414,Hello everyone,Hello_everyone_25414.md
2,The_Community/Introduce_Yourself,25416,Jake: new kid on the board.,Jake_new_kid_on_the_board._25416.md
2,The_Community/Introduce_Yourself,25418,"Hi, I am a GameXD","Hi,_I_am_a_GameXD_25418.md"
2,The_Community/Introduce_Yourself,25424,Return of the Jedi,Return_of_the_Jedi_25424.md
2,The_Community/Introduce_Yourself,25435,Looking for Alicia,Looking_for_Alicia_25435.md
2,The_Community/Introduce_Yourself,25436,Hello Everyone!,Hello_Everyone!_25436.md
2,The_Community/Introduce_Yourself,25437,Thought I'd introduce myself!,Thought_I'd_introduce_myself!_25437.md
2,The_Community/Introduce_Yourself,25438,Howdy!,Howdy!_25438.md
2,The_Community/Introduce_Yourself,25439,Hail and well met friends!,Hail_and_well_met_friends!_25439.md
2,The_Community/Introduce_Yourself,25440,Good day all,Good_day_all_25440.md
3,The_Community/General_Discussion,11291,Brits and Star Wars,Brits_and_Star_Wars_11291.md
3,The_Community/General_Discussion,11723,Words of truth...,Words_of_truth..._11723.md
3,The_Community/General_Discussion,11937,Star Trek Gas,Star_Trek_Gas_11937.md
3,The_Community/General_Discussion,12113,Star War The Third Gathers: The Backstroke of the West,Star_War_The_Third_Gathers_The_Backstroke_of_the_West_12113.md
3,The_Community/General_Discussion,12502,Jeff Dunham - Achmed the Dead Terrorist,Jeff_Dunham_-_Achmed_the_Dead_Terrorist_12502.md
3,The_Community/General_Discussion,12689,Funniest thing I've seen in a loooong time....,Funniest_thing_I've_seen_in_a_loooong_time...._12689.md
3,The_Community/General_Discussion,13382,How not to take a breathalyzer,How_not_to_take_a_breathalyzer_13382.md
3,The_Community/General_Discussion,17726,Horror and Calmity,Horror_and_Calmity_17726.md
3,The_Community/General_Discussion,19587,Into the void/black.,Into_the_voidblack._19587.md
3,The_Community/General_Discussion,19912,Star Wars: The Old Republic,Star_Wars_The_Old_Republic_19912.md
3,The_Community/General_Discussion,22335,Darthsanddroids,Darthsanddroids_22335.md
3,The_Community/General_Discussion,23216,Death Star Sneak Attack!,Death_Star_Sneak_Attack!_23216.md
3,The_Community/General_Discussion,23673,Now I have seen it all....,Now_I_have_seen_it_all...._23673.md
3,The_Community/General_Discussion,23714,"""Inspirational"" Posters:  Anybody have any funny ones to sha",Inspirational_Posters_Anybody_have_any_funny_ones_to_sha_23714.md
3,The_Community/General_Discussion,23737,Star Wars retold by someone who hasn't seen it,Star_Wars_retold_by_someone_who_hasn't_seen_it_23737.md
3,The_Community/General_Discussion,23791,Star wars fan made film thats actually worth watching,Star_wars_fan_made_film_thats_actually_worth_watching_23791.md
3,The_Community/General_Discussion,23843,Knights of the Old Republic II,Knights_of_the_Old_Republic_II_23843.md
3,The_Community/General_Discussion,24114,SETI - Search for Extraterrestrial Intelligence,SETI_-_Search_for_Extraterrestrial_Intelligence_24114.md
3,The_Community/General_Discussion,24127,Star Wars Art site,Star_Wars_Art_site_24127.md
3,The_Community/General_Discussion,24233,Kalium Galaxy Poll,Kalium_Galaxy_Poll_24233.md
3,The_Community/General_Discussion,24319,Stormtroopers' 9/11,Stormtroopers'_911_24319.md
3,The_Community/General_Discussion,24394,WoTC groups,WoTC_groups_24394.md
3,The_Community/General_Discussion,24420,Battletech: A Time of War,Battletech_A_Time_of_War_24420.md
3,The_Community/General_Discussion,24430,Play-by-Post discussion,Play-by-Post_discussion_24430.md
3,The_Community/General_Discussion,24508,A Sequel Game,A_Sequel_Game_24508.md
3,The_Community/General_Discussion,24584,WHO DAT!,WHO_DAT!_24584.md
3,The_Community/General_Discussion,24592,Shibuya Underground,Shibuya_Underground_24592.md
3,The_Community/General_Discussion,24600,Keelah!,Keelah!_24600.md
3,The_Community/General_Discussion,24608,Naruto Ultimate Ninja Storm 2,Naruto_Ultimate_Ninja_Storm_2_24608.md
3,The_Community/General_Discussion,24623,I got an iPod Touch,I_got_an_iPod_Touch_24623.md
3,The_Community/General_Discussion,24628,Random,Random_24628.md
3,The_Community/General_Discussion,24675,A Thought or Two ...,A_Thought_or_Two_..._24675.md
3,The_Community/General_Discussion,24686,Anyone heard of this?,Anyone_heard_of_this_24686.md
3,The_Community/General_Discussion,24695,Valheru Returns,Valheru_Returns_24695.md
3,The_Community/General_Discussion,24710,Saga pdfs???,Saga_pdfs_24710.md
3,The_Community/General_Discussion,24731,"So, I was strolling around the internet...","So,_I_was_strolling_around_the_internet..._24731.md"
3,The_Community/General_Discussion,24821,3D star wars movies...,3D_star_wars_movies..._24821.md
3,The_Community/General_Discussion,24924,R.I.P. Irvin Kershner,R.I.P._Irvin_Kershner_24924.md
3,The_Community/General_Discussion,24996,"Choose Your Own Adventure, 2.0","Choose_Your_Own_Adventure,_2.0_24996.md"
3,The_Community/General_Discussion,24998,Star Wars The Old Republic Guild creation (East Coast),Star_Wars_The_Old_Republic_Guild_creation_(East_Coast)_24998.md
3,The_Community/General_Discussion,25010,"Saga Books, Hot Commodity?","Saga_Books,_Hot_Commodity_25010.md"
3,The_Community/General_Discussion,25049,Star Wars Podcast?,Star_Wars_Podcast_25049.md
3,The_Community/General_Discussion,25069,Artemis Spaceship Bridge Simulation,Artemis_Spaceship_Bridge_Simulation_25069.md
3,The_Community/General_Discussion,25097,So is anyone excited about the Star Wars.......,So_is_anyone_excited_about_the_Star_Wars......._25097.md
3,The_Community/General_Discussion,25103,The evil good guys,The_evil_good_guys_25103.md
3,The_Community/General_Discussion,25123,Star Wars: The Old Republic - Crimson Empire guild,Star_Wars_The_Old_Republic_-_Crimson_Empire_guild_25123.md
3,The_Community/General_Discussion,25134,New D&D 5th Edition in the works.,New_D&D_5th_Edition_in_the_works._25134.md
3,The_Community/General_Discussion,25174,Super Bowl XLVI,Super_Bowl_XLVI_25174.md
3,The_Community/General_Discussion,25185,The Barkside VW commercial,The_Barkside_VW_commercial_25185.md
3,The_Community/General_Discussion,25198,SW Minis Anyone?,SW_Minis_Anyone_25198.md
3,The_Community/General_Discussion,25199,Windows 8,Windows_8_25199.md
3,The_Community/General_Discussion,25222,The Ol' Amnesia Bit...,The_Ol'_Amnesia_Bit..._25222.md
3,The_Community/General_Discussion,25249,Breaking the Matrix... (spoilers),Breaking_the_Matrix..._(spoilers)_25249.md
3,The_Community/General_Discussion,25279,Can I just say...?,Can_I_just_say..._25279.md
3,The_Community/General_Discussion,25284,Darth Mickey?,Darth_Mickey_25284.md
3,The_Community/General_Discussion,25297,New Star Wars RPG Game?,New_Star_Wars_RPG_Game_25297.md
3,The_Community/General_Discussion,25313,Neverwinter nights MMO,Neverwinter_nights_MMO_25313.md
3,The_Community/General_Discussion,25317,Hello fellow gamers. Been awhile.,Hello_fellow_gamers._Been_awhile._25317.md
3,The_Community/General_Discussion,25394,"WHAT IF ""STAR WARS: EPISODE I"" WAS GOOD?",WHAT_IF_STAR_WARS_EPISODE_I_WAS_GOOD_25394.md
3,The_Community/General_Discussion,25397,Been awhile,Been_awhile_25397.md
3,The_Community/General_Discussion,25400,Hey gang.,Hey_gang._25400.md
3,The_Community/General_Discussion,25403,Happy Holidays,Happy_Holidays_25403.md
3,The_Community/General_Discussion,25404,Happy New Year!,Happy_New_Year!_25404.md
3,The_Community/General_Discussion,25405,Star Wars Rebels,Star_Wars_Rebels_25405.md
3,The_Community/General_Discussion,25413,Disney gives Star Wars expanded Universe the middle finger,Disney_gives_Star_Wars_expanded_Universe_the_middle_finger_25413.md
3,The_Community/General_Discussion,25441,Happy Birthday Rowen,Happy_Birthday_Rowen_25441.md
4,Private_Forums/Moderator_Discussion,159,Meet the Team,Meet_the_Team_159.md
4,Private_Forums/Moderator_Discussion,535,Galaxy on hold,Galaxy_on_hold_535.md
4,Private_Forums/Moderator_Discussion,5414,Kalium Galaxy - Part one,Kalium_Galaxy_-_Part_one_5414.md
4,Private_Forums/Moderator_Discussion,5439,Kalium Galaxy - Part Two,Kalium_Galaxy_-_Part_Two_5439.md
4,Private_Forums/Moderator_Discussion,5440,Kalium Galaxy - Part Three,Kalium_Galaxy_-_Part_Three_5440.md
4,Private_Forums/Moderator_Discussion,5443,Kalium Galaxy - Part Four (Final),Kalium_Galaxy_-_Part_Four_(Final)_5443.md
4,Private_Forums/Moderator_Discussion,11046,"The Galaxy, a return?","The_Galaxy,_a_return_11046.md"
4,Private_Forums/Moderator_Discussion,11538,Community announcement,Community_announcement_11538.md
4,Private_Forums/Moderator_Discussion,24223,Code of Conduct,Code_of_Conduct_24223.md
4,Private_Forums/Moderator_Discussion,24235,Moderator Rules,Moderator_Rules_24235.md
4,Private_Forums/Moderator_Discussion,24259,Mentorship,Mentorship_24259.md
4,Private_Forums/Moderator_Discussion,24629,Clean Up and suggestions,Clean_Up_and_suggestions_24629.md
4,Private_Forums/Moderator_Discussion,24644,Survey,Survey_24644.md
4,Private_Forums/Moderator_Discussion,24679,Site Maintenance - Forum Pruning and Creation,Site_Maintenance_-_Forum_Pruning_and_Creation_24679.md
4,Private_Forums/Moderator_Discussion,24684,Vote for new Global Moderator and Moderator,Vote_for_new_Global_Moderator_and_Moderator_24684.md
4,Private_Forums/Moderator_Discussion,24855,Rank System Quandary,Rank_System_Quandary_24855.md
4,Private_Forums/Moderator_Discussion,24887,Discussions,Discussions_24887.md
4,Private_Forums/Moderator_Discussion,24888,Revised Site Rules,Revised_Site_Rules_24888.md
4,Private_Forums/Moderator_Discussion,24925,SW pbp forum Re-organizing,SW_pbp_forum_Re-organizing_24925.md
4,Private_Forums/Moderator_Discussion,25157,Ascenonsubots,Ascenonsubots_25157.md
4,Private_Forums/Moderator_Discussion,25328,Spammer Prevention,Spammer_Prevention_25328.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,326,New web enhanecment for Star Wars Saga Ed.,New_web_enhanecment_for_Star_Wars_Saga_Ed._326.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,483,"The Force, Sense Surroundings - Discussion #1","The_Force,_Sense_Surroundings_-_Discussion_#1_483.md"
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,584,R2D20 Update,R2D20_Update_584.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,752,Sunday Night game at my friends house. PartII,Sunday_Night_game_at_my_friends_house._PartII_752.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,753,What is happening in your game?,What_is_happening_in_your_game_753.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,1075,Ship Combat - Discussion #2,Ship_Combat_-_Discussion_#2_1075.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,1089,Alternative to Deflect and Negate Energy?,Alternative_to_Deflect_and_Negate_Energy_1089.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,1212,Battle Strike - Continuous Damage with Concentration.,Battle_Strike_-_Continuous_Damage_with_Concentration._1212.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,1316,Vibro Longsword.,Vibro_Longsword._1316.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,1549,Mind Trick - Discussion #3,Mind_Trick_-_Discussion_#3_1549.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,1976,Something that Bugs me....,Something_that_Bugs_me...._1976.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,2539,New Book,New_Book_2539.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,2792,Vitality Points: a More Appropriate Term than Hit Points,Vitality_Points_a_More_Appropriate_Term_than_Hit_Points_2792.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,3078,Variant Rule: Skill Focus (Utf) Break Down,Variant_Rule_Skill_Focus_(Utf)_Break_Down_3078.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,3639,Breeder no likes Jedi,Breeder_no_likes_Jedi_3639.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,4733,Looking for Lightsaber Hilt suggestions?,Looking_for_Lightsaber_Hilt_suggestions_4733.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,5353,Starships and Roles,Starships_and_Roles_5353.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,5493,New Force System (long),New_Force_System_(long)_5493.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,6448,something I found at WotC forums.,something_I_found_at_WotC_forums._6448.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,6781,Lightsaber Crystals (and other wepon components),Lightsaber_Crystals_(and_other_wepon_components)_6781.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,7219,The Steam Wars a.k.a Star Wars 1877,The_Steam_Wars_a.k.a_Star_Wars_1877_7219.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,14781,KOTOR Campaign Guide,KOTOR_Campaign_Guide_14781.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,14878,Saga Web Enhancements,Saga_Web_Enhancements_14878.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,15216,KOTOR Campaign Guide,KOTOR_Campaign_Guide_15216.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,15584,Kotor Campaign Guide.,Kotor_Campaign_Guide._15584.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,16383,Order'd your unleased saga book yet?,Order'd_your_unleased_saga_book_yet_16383.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,16450,Win KOTOR Campaign guide,Win_KOTOR_Campaign_guide_16450.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,19347,Crazy Bob's House Rules Emporium,Crazy_Bob's_House_Rules_Emporium_19347.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,19813,Expanded Lightsaber Content,Expanded_Lightsaber_Content_19813.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,19888,So how many Jedi screamed at once?,So_how_many_Jedi_screamed_at_once_19888.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,20017,Rapid Strike,Rapid_Strike_20017.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,21138,Blueprints for Praetorian Class Frigate,Blueprints_for_Praetorian_Class_Frigate_21138.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,21400,Scum and Villany,Scum_and_Villany_21400.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,21918,Heroes behind the wheel,Heroes_behind_the_wheel_21918.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,22254,Balosar Stats?,Balosar_Stats_22254.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,22447,Signature Item,Signature_Item_22447.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,23728,More creatures added to Saga Conversions,More_creatures_added_to_Saga_Conversions_23728.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,23762,Am I doing this right? ,Am_I_doing_this_right_23762.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,23772,Errata Queries,Errata_Queries_23772.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,23810,All Weapons Master???,All_Weapons_Master_23810.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,23815,Legacy Campaign Guide,Legacy_Campaign_Guide_23815.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,23914,What exactly does Dark Side Points do?,What_exactly_does_Dark_Side_Points_do_23914.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24087,Backgrounds,Backgrounds_24087.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24095,Jedi Academy Training Manual,Jedi_Academy_Training_Manual_24095.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24107,Fallout Saga Edition,Fallout_Saga_Edition_24107.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24117,For all the number crunchers out there,For_all_the_number_crunchers_out_there_24117.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24118,Discussion 5-21-2009 (Jedi Over Poweredness),Discussion_5-21-2009_(Jedi_Over_Poweredness)_24118.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24160,Multiattacker,Multiattacker_24160.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24173,Star Wars:  The Old Republic,Star_Wars_The_Old_Republic_24173.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24231,Saga Edition Modern,Saga_Edition_Modern_24231.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24253,Dawn of Defiance,Dawn_of_Defiance_24253.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24562,Clone Wars Saga Edition Fan Sourcebook,Clone_Wars_Saga_Edition_Fan_Sourcebook_24562.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24573,Official WOTC Announcement,Official_WOTC_Announcement_24573.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24598,The Empires finest,The_Empires_finest_24598.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24673,Optional Rules/Alternate Force System,Optional_RulesAlternate_Force_System_24673.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24676,Errata?,Errata_24676.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,24810,Magical's Droid Rules and Discussion for Replacing RaW,Magical's_Droid_Rules_and_Discussion_for_Replacing_RaW_24810.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,25000,Destiny: Fame?,Destiny_Fame_25000.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,25031,Besalisk,Besalisk_25031.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,25048,Lightsaber block...with hands?,Lightsaber_block...with_hands_25048.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,25073,Disengage lightsaber,Disengage_lightsaber_25073.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,25075,Fantasy Flight Games Liscensing,Fantasy_Flight_Games_Liscensing_25075.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,25115,Saga Edition Stat Tool,Saga_Edition_Stat_Tool_25115.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,25131,Wealth vs Credits,Wealth_vs_Credits_25131.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,25168,Shard/Iron Knight Character Creation...,ShardIron_Knight_Character_Creation..._25168.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,25238,Droid Creation RAW...?,Droid_Creation_RAW..._25238.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,25280,Star Wars Saga Edition Set,Star_Wars_Saga_Edition_Set_25280.md
5,Roleplaying_Game_Discussions/Star_Wars_Roleplaying_Discussions,25359,Star Wars in Fate Core & Fate Accelerated,Star_Wars_in_Fate_Core_&_Fate_Accelerated_25359.md
